timestamp,yes_price,no_price,best_bid,best_ask,spread,volume_24h
2024-01-01T00:00:00,0.5479,0.4521,0.5384,0.5573,0.0189,10965.06
2024-01-01T00:00:30,0.5488,0.4512,0.5376,0.56,0.0224,8038.02
2024-01-01T00:01:00,0.5468,0.4532,0.543,0.5507,0.0078,10693.61
2024-01-01T00:01:30,0.5479,0.4521,0.5446,0.5512,0.0066,10713.61
2024-01-01T00:02:00,0.5519,0.4481,0.5462,0.5577,0.0116,5009.0
2024-01-01T00:02:30,0.5522,0.4478,0.5435,0.5608,0.0172,6237.62
2024-01-01T00:03:00,0.5497,0.4503,0.5469,0.5525,0.0057,5673.45
2024-01-01T00:03:30,0.5497,0.4503,0.5472,0.5521,0.0049,7291.0
2024-01-01T00:04:00,0.5493,0.4507,0.5383,0.5603,0.022,10807.71
2024-01-01T00:04:30,0.5478,0.4522,0.5363,0.5594,0.0231,10341.01
2024-01-01T00:05:00,0.5454,0.4546,0.5373,0.5536,0.0163,10769.0
2024-01-01T00:05:30,0.5486,0.4514,0.5457,0.5514,0.0058,10864.8
2024-01-01T00:06:00,0.5504,0.4496,0.5419,0.5589,0.017,10237.39
2024-01-01T00:06:30,0.5484,0.4516,0.5382,0.5586,0.0203,9133.66
2024-01-01T00:07:00,0.5512,0.4488,0.5461,0.5563,0.0102,10992.5
2024-01-01T00:07:30,0.5501,0.4499,0.54,0.5601,0.0201,7932.58
2024-01-01T00:08:00,0.5503,0.4497,0.5387,0.562,0.0233,5997.82
2024-01-01T00:08:30,0.5529,0.4471,0.544,0.5617,0.0177,11122.65
2024-01-01T00:09:00,0.5496,0.4504,0.5424,0.5568,0.0144,9767.69
2024-01-01T00:09:30,0.5473,0.4527,0.5389,0.5557,0.0168,5179.39
2024-01-01T00:10:00,0.5492,0.4508,0.5452,0.5532,0.008,10023.56
2024-01-01T00:10:30,0.5504,0.4496,0.542,0.5587,0.0167,7280.53
2024-01-01T00:11:00,0.5512,0.4488,0.5478,0.5546,0.0067,9568.29
2024-01-01T00:11:30,0.5521,0.4479,0.5437,0.5605,0.0169,8934.76
2024-01-01T00:12:00,0.5469,0.4531,0.5368,0.5569,0.0201,5512.31
2024-01-01T00:12:30,0.5494,0.4506,0.5457,0.5531,0.0074,5312.35
2024-01-01T00:13:00,0.5491,0.4509,0.5456,0.5526,0.007,5547.03
2024-01-01T00:13:30,0.5484,0.4516,0.543,0.5537,0.0106,7300.4
2024-01-01T00:14:00,0.5528,0.4472,0.5444,0.5613,0.0169,6452.25
2024-01-01T00:14:30,0.5526,0.4474,0.5486,0.5567,0.0081,10190.04
2024-01-01T00:15:00,0.5514,0.4486,0.5432,0.5597,0.0164,6920.42
2024-01-01T00:15:30,0.5498,0.4502,0.538,0.5616,0.0235,10970.74
2024-01-01T00:16:00,0.5458,0.4542,0.5431,0.5485,0.0054,11515.25
2024-01-01T00:16:30,0.5506,0.4494,0.5417,0.5594,0.0177,8835.71
2024-01-01T00:17:00,0.5479,0.4521,0.5437,0.5521,0.0084,11064.28
