timestamp,yes_price,no_price,best_bid,best_ask,spread,volume_24h
2024-01-01T00:00:00,0.5514,0.4486,0.5413,0.5614,0.0201,7477.12
2024-01-01T00:01:00,0.5502,0.4498,0.5389,0.5615,0.0225,9112.79
2024-01-01T00:02:00,0.5523,0.4477,0.544,0.5606,0.0166,10108.35
2024-01-01T00:03:00,0.5517,0.4483,0.5482,0.5552,0.007,8382.36
2024-01-01T00:04:00,0.5492,0.4508,0.5419,0.5565,0.0146,6016.77
2024-01-01T00:05:00,0.5502,0.4498,0.5468,0.5536,0.0068,7656.44
2024-01-01T00:06:00,0.5508,0.4492,0.5393,0.5624,0.0231,7281.29
2024-01-01T00:07:00,0.5505,0.4495,0.5465,0.5545,0.008,7863.74
2024-01-01T00:08:00,0.5502,0.4498,0.5427,0.5576,0.0149,6344.61
2024-01-01T00:09:00,0.55,0.45,0.5435,0.5565,0.013,5581.37
2024-01-01T00:10:00,0.5505,0.4495,0.5452,0.5558,0.0106,7788.71
2024-01-01T00:11:00,0.5539,0.4461,0.5499,0.5578,0.0079,10955.42
2024-01-01T00:12:00,0.5505,0.4495,0.5396,0.5614,0.0218,11122.92
2024-01-01T00:13:00,0.5513,0.4487,0.5442,0.5583,0.0141,9876.92
2024-01-01T00:14:00,0.5514,0.4486,0.5416,0.5612,0.0196,10003.56
2024-01-01T00:15:00,0.552,0.448,0.5427,0.5614,0.0187,8665.44
2024-01-01T00:16:00,0.5542,0.4458,0.5514,0.557,0.0056,9246.3
2024-01-01T00:17:00,0.5525,0.4475,0.542,0.563,0.0209,6090.19
2024-01-01T00:18:00,0.5511,0.4489,0.5399,0.5622,0.0224,11054.68
2024-01-01T00:19:00,0.5504,0.4496,0.5426,0.5582,0.0156,10379.73
2024-01-01T00:20:00,0.5517,0.4483,0.5469,0.5564,0.0095,5324.65
2024-01-01T00:21:00,0.5497,0.4503,0.5404,0.559,0.0186,5831.45
2024-01-01T00:22:00,0.5481,0.4519,0.5408,0.5554,0.0147,10914.38
2024-01-01T00:23:00,0.547,0.453,0.5393,0.5548,0.0156,10583.51
2024-01-01T00:24:00,0.5431,0.4569,0.5337,0.5525,0.0188,6123.43
2024-01-01T00:25:00,0.5475,0.4525,0.5416,0.5534,0.0118,10820.95
2024-01-01T00:26:00,0.5435,0.4565,0.5317,0.5553,0.0236,6188.48
2024-01-01T00:27:00,0.5449,0.4551,0.5377,0.5521,0.0144,10907.0
2024-01-01T00:28:00,0.5448,0.4552,0.5356,0.5539,0.0183,11278.94
2024-01-01T00:29:00,0.5489,0.4511,0.5391,0.5587,0.0196,5014.01
2024-01-01T00:30:00,0.5489,0.4511,0.5393,0.5586,0.0193,9484.71
2024-01-01T00:31:00,0.5542,0.4458,0.5427,0.5657,0.023,6136.34
2024-01-01T00:32:00,0.5493,0.4507,0.5389,0.5596,0.0207,8486.75
2024-01-01T00:33:00,0.5513,0.4487,0.5444,0.5582,0.0138,7980.81
2024-01-01T00:34:00,0.552,0.448,0.5488,0.5553,0.0065,7490.76
2024-01-01T00:35:00,0.5505,0.4495,0.5389,0.562,0.0231,7174.39
2024-01-01T00:36:00,0.5479,0.4521,0.5439,0.5519,0.008,5480.48
2024-01-01T00:37:00,0.5502,0.4498,0.5477,0.5528,0.0051,6967.13
2024-01-01T00:38:00,0.5503,0.4497,0.5445,0.5562,0.0117,6751.78
2024-01-01T00:39:00,0.5505,0.4495,0.545,0.5559,0.0109,7713.85
2024-01-01T00:40:00,0.5483,0.4517,0.5456,0.551,0.0054,11429.58
2024-01-01T00:41:00,0.5463,0.4537,0.5369,0.5557,0.0188,6165.56
2024-01-01T00:42:00,0.5463,0.4537,0.5348,0.5579,0.0231,6900.9
2024-01-01T00:43:00,0.551,0.449,0.548,0.554,0.0059,7710.2
2024-01-01T00:44:00,0.5506,0.4494,0.5437,0.5575,0.0138,6494.73
2024-01-01T00:45:00,0.5529,0.4471,0.545,0.5608,0.0158,8288.5
2024-01-01T00:46:00,0.5495,0.4505,0.541,0.558,0.017,8546.05
2024-01-01T00:47:00,0.5522,0.4478,0.5497,0.5547,0.005,5174.01
2024-01-01T00:48:00,0.5449,0.4551,0.5378,0.552,0.0142,7045.4
2024-01-01T00:49:00,0.5491,0.4509,0.5394,0.5588,0.0194,8897.36
2024-01-01T00:50:00,0.5511,0.4489,0.5404,0.5619,0.0214,8993.32
2024-01-01T00:51:00,0.5513,0.4487,0.5482,0.5544,0.0062,9526.56
2024-01-01T00:52:00,0.5484,0.4516,0.5373,0.5596,0.0223,6121.39
2024-01-01T00:53:00,0.5529,0.4471,0.5502,0.5556,0.0054,6031.13
2024-01-01T00:54:00,0.5535,0.4465,0.5452,0.5618,0.0166,8163.49
2024-01-01T00:55:00,0.5535,0.4465,0.5488,0.5582,0.0094,8692.96
2024-01-01T00:56:00,0.5502,0.4498,0.5409,0.5596,0.0186,8454.85
2024-01-01T00:57:00,0.5469,0.4531,0.5423,0.5515,0.0092,11056.01
2024-01-01T00:58:00,0.5488,0.4512,0.5402,0.5575,0.0172,9572.24
2024-01-01T00:59:00,0.5541,0.4459,0.5445,0.5637,0.0193,9021.01
2024-01-01T01:00:00,0.5519,0.4481,0.5457,0.5582,0.0126,9189.16
2024-01-01T01:01:00,0.5513,0.4487,0.5434,0.5592,0.0158,7236.05
2024-01-01T01:02:00,0.5491,0.4509,0.5437,0.5546,0.011,10045.84
2024-01-01T01:03:00,0.5484,0.4516,0.5449,0.552,0.0071,10673.52
2024-01-01T01:04:00,0.5496,0.4504,0.5445,0.5548,0.0104,5305.93
2024-01-01T01:05:00,0.5474,0.4526,0.5439,0.551,0.0071,11218.92
2024-01-01T01:06:00,0.5502,0.4498,0.5391,0.5613,0.0222,9447.5
2024-01-01T01:07:00,0.5497,0.4503,0.539,0.5604,0.0214,7485.78
2024-01-01T01:08:00,0.5523,0.4477,0.5409,0.5638,0.0229,10794.51
2024-01-01T01:09:00,0.5533,0.4467,0.5424,0.5641,0.0217,9251.48
2024-01-01T01:10:00,0.5499,0.4501,0.5466,0.5533,0.0067,8349.0
2024-01-01T01:11:00,0.5503,0.4497,0.5458,0.5547,0.009,8553.69
2024-01-01T01:12:00,0.5508,0.4492,0.539,0.5627,0.0237,8141.08
2024-01-01T01:13:00,0.5457,0.4543,0.5345,0.5568,0.0223,10285.57
2024-01-01T01:14:00,0.5495,0.4505,0.5379,0.5611,0.0231,9179.22
2024-01-01T01:15:00,0.548,0.452,0.5433,0.5528,0.0095,9952.54
2024-01-01T01:16:00,0.5488,0.4512,0.5383,0.5592,0.0209,10163.6
2024-01-01T01:17:00,0.5499,0.4501,0.5438,0.5561,0.0123,8476.3
2024-01-01T01:18:00,0.5515,0.4485,0.5451,0.5579,0.0128,8110.11
2024-01-01T01:19:00,0.5493,0.4507,0.5444,0.5542,0.0099,8185.19
2024-01-01T01:20:00,0.5504,0.4496,0.5425,0.5583,0.0158,5432.21
2024-01-01T01:21:00,0.551,0.449,0.5468,0.5552,0.0084,8735.54
2024-01-01T01:22:00,0.5497,0.4503,0.5452,0.5542,0.009,9436.66
2024-01-01T01:23:00,0.5515,0.4485,0.5426,0.5605,0.0179,7708.06
2024-01-01T01:24:00,0.554,0.446,0.5449,0.5631,0.0182,10782.18
2024-01-01T01:25:00,0.5502,0.4498,0.5419,0.5586,0.0168,6357.48
2024-01-01T01:26:00,0.5508,0.4492,0.543,0.5585,0.0155,6914.52
2024-01-01T01:27:00,0.5483,0.4517,0.541,0.5556,0.0145,10495.76
2024-01-01T01:28:00,0.5519,0.4481,0.5426,0.5613,0.0187,6102.29
2024-01-01T01:29:00,0.5524,0.4476,0.545,0.5599,0.0149,7538.52
2024-01-01T01:30:00,0.5502,0.4498,0.5449,0.5556,0.0107,8527.09
2024-01-01T01:31:00,0.551,0.449,0.5462,0.5557,0.0096,11057.91
2024-01-01T01:32:00,0.5538,0.4462,0.5505,0.5572,0.0067,5791.68
2024-01-01T01:33:00,0.5506,0.4494,0.5452,0.556,0.0108,9013.72
