timestamp,yes_price,no_price,best_bid,best_ask,spread,volume_24h
2024-01-01T00:00:00,0.5819,0.4181,0.5714,0.5924,0.021,10038.32
2024-01-01T00:01:00,0.5825,0.4175,0.5777,0.5873,0.0096,6415.2
2024-01-01T00:02:00,0.5801,0.4199,0.577,0.5833,0.0063,6994.24
2024-01-01T00:03:00,0.5809,0.4191,0.5769,0.5848,0.0079,6997.24
2024-01-01T00:04:00,0.5817,0.4183,0.5769,0.5865,0.0096,9276.56
2024-01-01T00:05:00,0.5793,0.4207,0.5735,0.5851,0.0116,7690.48
2024-01-01T00:06:00,0.5806,0.4194,0.5783,0.583,0.0047,5530.06
2024-01-01T00:07:00,0.5819,0.4181,0.5731,0.5907,0.0176,6745.08
2024-01-01T00:08:00,0.5832,0.4168,0.5796,0.5869,0.0073,6616.64
2024-01-01T00:09:00,0.5806,0.4194,0.571,0.5902,0.0192,6919.09
2024-01-01T00:10:00,0.5798,0.4202,0.571,0.5885,0.0175,7542.61
2024-01-01T00:11:00,0.5777,0.4223,0.5744,0.581,0.0066,5670.27
2024-01-01T00:12:00,0.5785,0.4215,0.5757,0.5814,0.0057,5173.71
2024-01-01T00:13:00,0.5775,0.4225,0.5731,0.5819,0.0088,4659.07
2024-01-01T00:14:00,0.5839,0.4161,0.5769,0.5908,0.0139,8221.07
2024-01-01T00:15:00,0.5823,0.4177,0.5727,0.5918,0.0191,9503.4
2024-01-01T00:16:00,0.5821,0.4179,0.5777,0.5864,0.0088,7671.04
2024-01-01T00:17:00,0.5816,0.4184,0.5767,0.5865,0.0099,9752.26
2024-01-01T00:18:00,0.5825,0.4175,0.5741,0.5908,0.0167,9551.33
2024-01-01T00:19:00,0.5805,0.4195,0.5751,0.586,0.0109,8996.36
2024-01-01T00:20:00,0.5821,0.4179,0.5748,0.5894,0.0146,10754.62
2024-01-01T00:21:00,0.5791,0.4209,0.5697,0.5885,0.0188,8317.4
2024-01-01T00:22:00,0.5758,0.4242,0.5724,0.5792,0.0068,10313.67
2024-01-01T00:23:00,0.5806,0.4194,0.5715,0.5896,0.0181,7469.14
2024-01-01T00:24:00,0.581,0.419,0.5699,0.5922,0.0223,5466.31
2024-01-01T00:25:00,0.5853,0.4147,0.5784,0.5921,0.0136,5365.65
2024-01-01T00:26:00,0.583,0.417,0.5736,0.5923,0.0186,8608.38
2024-01-01T00:27:00,0.5837,0.4163,0.5759,0.5915,0.0156,5173.81
2024-01-01T00:28:00,0.5805,0.4195,0.573,0.5881,0.0152,9838.85
2024-01-01T00:29:00,0.5816,0.4184,0.5741,0.589,0.0149,6166.94
2024-01-01T00:30:00,0.5775,0.4225,0.573,0.582,0.009,7388.22
2024-01-01T00:31:00,0.5806,0.4194,0.5753,0.5859,0.0106,6895.27
2024-01-01T00:32:00,0.5823,0.4177,0.5752,0.5894,0.0142,8766.56
2024-01-01T00:33:00,0.5835,0.4165,0.5746,0.5924,0.0178,6500.79
2024-01-01T00:34:00,0.5808,0.4192,0.5782,0.5834,0.0051,9997.68
2024-01-01T00:35:00,0.5857,0.4143,0.582,0.5893,0.0073,5711.03
2024-01-01T00:36:00,0.5827,0.4173,0.5724,0.5929,0.0205,6042.74
2024-01-01T00:37:00,0.5825,0.4175,0.5781,0.5869,0.0088,5891.2
2024-01-01T00:38:00,0.5854,0.4146,0.5741,0.5967,0.0225,6842.93
2024-01-01T00:39:00,0.5823,0.4177,0.5716,0.593,0.0214,7942.62
2024-01-01T00:40:00,0.5828,0.4172,0.5785,0.5872,0.0087,6083.35
2024-01-01T00:41:00,0.5804,0.4196,0.5702,0.5905,0.0203,5228.53
2024-01-01T00:42:00,0.5829,0.4171,0.5767,0.5891,0.0124,8811.26
2024-01-01T00:43:00,0.5789,0.4211,0.5728,0.585,0.0122,9810.75
2024-01-01T00:44:00,0.5851,0.4149,0.5771,0.593,0.0159,7435.73
2024-01-01T00:45:00,0.5831,0.4169,0.5773,0.5889,0.0116,6680.19
2024-01-01T00:46:00,0.5799,0.4201,0.5717,0.5881,0.0163,7569.01
2024-01-01T00:47:00,0.5807,0.4193,0.57,0.5914,0.0214,8852.76
2024-01-01T00:48:00,0.579,0.421,0.5682,0.5898,0.0216,5467.45
2024-01-01T00:49:00,0.5789,0.4211,0.5682,0.5896,0.0214,6151.54
2024-01-01T00:50:00,0.5812,0.4188,0.5734,0.5889,0.0155,6050.41
2024-01-01T00:51:00,0.584,0.416,0.5746,0.5933,0.0187,8527.41
2024-01-01T00:52:00,0.5825,0.4175,0.574,0.5909,0.0169,5513.84
2024-01-01T00:53:00,0.5835,0.4165,0.58,0.587,0.007,8762.41
2024-01-01T00:54:00,0.5852,0.4148,0.5741,0.5964,0.0222,5797.0
2024-01-01T00:55:00,0.5832,0.4168,0.5743,0.5922,0.0179,9047.88
2024-01-01T00:56:00,0.5806,0.4194,0.5696,0.5917,0.0221,6099.45
2024-01-01T00:57:00,0.5767,0.4233,0.5686,0.5848,0.0162,9151.77
2024-01-01T00:58:00,0.5752,0.4248,0.5695,0.581,0.0116,10727.27
2024-01-01T00:59:00,0.5802,0.4198,0.5765,0.5838,0.0074,10398.63
2024-01-01T01:00:00,0.5802,0.4198,0.5719,0.5885,0.0166,5171.18
2024-01-01T01:01:00,0.583,0.417,0.5719,0.5941,0.0222,9312.44
2024-01-01T01:02:00,0.5789,0.4211,0.5757,0.582,0.0063,8565.01
2024-01-01T01:03:00,0.5825,0.4175,0.5711,0.5939,0.0228,6523.85
2024-01-01T01:04:00,0.5785,0.4215,0.5728,0.5841,0.0113,10216.74
2024-01-01T01:05:00,0.5793,0.4207,0.5726,0.586,0.0134,9943.6
2024-01-01T01:06:00,0.5791,0.4209,0.5721,0.5861,0.0139,6274.36
2024-01-01T01:07:00,0.5816,0.4184,0.5753,0.5879,0.0126,9089.05
2024-01-01T01:08:00,0.5825,0.4175,0.5744,0.5906,0.0162,5467.36
2024-01-01T01:09:00,0.582,0.418,0.5715,0.5925,0.021,4929.98
2024-01-01T01:10:00,0.5812,0.4188,0.5767,0.5856,0.0089,9213.01
2024-01-01T01:11:00,0.5822,0.4178,0.5784,0.5859,0.0075,6678.31
2024-01-01T01:12:00,0.582,0.418,0.5735,0.5906,0.0172,5879.72
2024-01-01T01:13:00,0.578,0.422,0.5673,0.5886,0.0213,7621.54
2024-01-01T01:14:00,0.5767,0.4233,0.5721,0.5813,0.0092,6642.33
2024-01-01T01:15:00,0.5809,0.4191,0.5764,0.5855,0.0091,9102.18
2024-01-01T01:16:00,0.5739,0.4261,0.5678,0.58,0.0123,6931.63
2024-01-01T01:17:00,0.5825,0.4175,0.5711,0.594,0.023,7650.82
2024-01-01T01:18:00,0.5771,0.4229,0.5675,0.5868,0.0193,7433.57
2024-01-01T01:19:00,0.5776,0.4224,0.5669,0.5882,0.0214,9181.54
2024-01-01T01:20:00,0.576,0.424,0.5714,0.5806,0.0093,10693.33
2024-01-01T01:21:00,0.5785,0.4215,0.5708,0.5861,0.0153,5850.69
2024-01-01T01:22:00,0.5781,0.4219,0.5727,0.5835,0.0108,4977.19
2024-01-01T01:23:00,0.5799,0.4201,0.5684,0.5915,0.023,8436.65
2024-01-01T01:24:00,0.583,0.417,0.5749,0.5911,0.0162,7574.26
2024-01-01T01:25:00,0.5788,0.4212,0.5687,0.589,0.0203,10336.86
2024-01-01T01:26:00,0.5833,0.4167,0.5793,0.5873,0.008,9355.76
2024-01-01T01:27:00,0.5839,0.4161,0.5778,0.5899,0.0121,10016.84
2024-01-01T01:28:00,0.5824,0.4176,0.5721,0.5928,0.0206,5290.73
2024-01-01T01:29:00,0.5834,0.4166,0.5742,0.5926,0.0184,7189.63
2024-01-01T01:30:00,0.5839,0.4161,0.5786,0.5892,0.0106,7790.56
2024-01-01T01:31:00,0.5808,0.4192,0.5721,0.5894,0.0173,8304.36
2024-01-01T01:32:00,0.5772,0.4228,0.569,0.5855,0.0165,8829.55
2024-01-01T01:33:00,0.5799,0.4201,0.5706,0.5892,0.0187,7569.16
2024-01-01T01:34:00,0.581,0.419,0.5776,0.5843,0.0067,6121.21
2024-01-01T01:35:00,0.5807,0.4193,0.5772,0.5842,0.007,4798.74
2024-01-01T01:36:00,0.5784,0.4216,0.5757,0.5812,0.0055,9314.42
2024-01-01T01:37:00,0.5792,0.4208,0.5748,0.5835,0.0087,5532.59
2024-01-01T01:38:00,0.5785,0.4215,0.5673,0.5897,0.0225,7876.8
2024-01-01T01:39:00,0.5813,0.4187,0.5721,0.5905,0.0183,6955.85
2024-01-01T01:40:00,0.5827,0.4173,0.579,0.5865,0.0075,6679.24
2024-01-01T01:41:00,0.5811,0.4189,0.5697,0.5924,0.0227,6949.74
2024-01-01T01:42:00,0.5809,0.4191,0.577,0.5848,0.0078,5502.26
2024-01-01T01:43:00,0.5822,0.4178,0.5716,0.5929,0.0213,10504.1
2024-01-01T01:44:00,0.5843,0.4157,0.5748,0.5938,0.019,10156.5
2024-01-01T01:45:00,0.5817,0.4183,0.5734,0.5901,0.0168,8571.19
2024-01-01T01:46:00,0.5813,0.4187,0.5786,0.584,0.0054,9123.16
2024-01-01T01:47:00,0.5798,0.4202,0.5698,0.5898,0.0199,9845.83
2024-01-01T01:48:00,0.5825,0.4175,0.5751,0.5899,0.0148,9225.02
2024-01-01T01:49:00,0.5875,0.4125,0.5852,0.5898,0.0047,8726.49
2024-01-01T01:50:00,0.5835,0.4165,0.5748,0.5923,0.0175,9552.24
2024-01-01T01:51:00,0.5815,0.4185,0.5721,0.5908,0.0187,6880.1
2024-01-01T01:52:00,0.5795,0.4205,0.5692,0.5898,0.0207,5427.2
2024-01-01T01:53:00,0.5765,0.4235,0.5711,0.582,0.0108,9669.69
2024-01-01T01:54:00,0.5764,0.4236,0.5727,0.5802,0.0075,8376.67
2024-01-01T01:55:00,0.5772,0.4228,0.5747,0.5797,0.005,7490.22
2024-01-01T01:56:00,0.5762,0.4238,0.5656,0.5869,0.0213,10441.4
2024-01-01T01:57:00,0.5781,0.4219,0.5717,0.5845,0.0129,6927.08
2024-01-01T01:58:00,0.5796,0.4204,0.5762,0.5831,0.0068,7192.98
2024-01-01T01:59:00,0.5776,0.4224,0.573,0.5823,0.0092,7748.0
2024-01-01T02:00:00,0.5805,0.4195,0.5734,0.5877,0.0143,4752.18
2024-01-01T02:01:00,0.5782,0.4218,0.571,0.5854,0.0145,7164.37
2024-01-01T02:02:00,0.5773,0.4227,0.5691,0.5854,0.0162,10518.99
2024-01-01T02:03:00,0.5765,0.4235,0.572,0.581,0.009,10681.4
2024-01-01T02:04:00,0.5786,0.4214,0.5728,0.5843,0.0115,8385.34
2024-01-01T02:05:00,0.5772,0.4228,0.5709,0.5836,0.0127,5724.73
2024-01-01T02:06:00,0.5762,0.4238,0.5724,0.58,0.0076,8859.81
2024-01-01T02:07:00,0.5765,0.4235,0.5726,0.5804,0.0079,10316.41
2024-01-01T02:08:00,0.5804,0.4196,0.5738,0.587,0.0133,5887.87
2024-01-01T02:09:00,0.5824,0.4176,0.58,0.5848,0.0049,5278.34
2024-01-01T02:10:00,0.5827,0.4173,0.5741,0.5912,0.0171,10244.54
2024-01-01T02:11:00,0.5755,0.4245,0.5702,0.5808,0.0105,6923.72
2024-01-01T02:12:00,0.5754,0.4246,0.5666,0.5843,0.0176,6901.08
2024-01-01T02:13:00,0.58,0.42,0.5735,0.5864,0.0129,7161.33
2024-01-01T02:14:00,0.5799,0.4201,0.577,0.5829,0.0059,6942.65
2024-01-01T02:15:00,0.576,0.424,0.566,0.5859,0.0199,7775.22
2024-01-01T02:16:00,0.5794,0.4206,0.5712,0.5876,0.0164,6052.71
2024-01-01T02:17:00,0.578,0.422,0.5674,0.5886,0.0212,8993.5
2024-01-01T02:18:00,0.5769,0.4231,0.568,0.5859,0.0179,5758.39
2024-01-01T02:19:00,0.5812,0.4188,0.5731,0.5894,0.0163,8473.56
2024-01-01T02:20:00,0.5777,0.4223,0.5694,0.5861,0.0167,9262.98
2024-01-01T02:21:00,0.5779,0.4221,0.5745,0.5814,0.007,5117.8
2024-01-01T02:22:00,0.5793,0.4207,0.5739,0.5847,0.0108,8165.02
2024-01-01T02:23:00,0.5769,0.4231,0.5723,0.5815,0.0092,6685.94
2024-01-01T02:24:00,0.5789,0.4211,0.5757,0.5821,0.0065,5625.42
2024-01-01T02:25:00,0.5793,0.4207,0.568,0.5907,0.0228,5567.48
2024-01-01T02:26:00,0.583,0.417,0.5751,0.5908,0.0157,6735.35
2024-01-01T02:27:00,0.5806,0.4194,0.5772,0.5841,0.0069,7858.07
2024-01-01T02:28:00,0.5778,0.4222,0.5674,0.5882,0.0208,10146.93
2024-01-01T02:29:00,0.5807,0.4193,0.5775,0.584,0.0066,6530.75
2024-01-01T02:30:00,0.5828,0.4172,0.5753,0.5904,0.0152,6201.96
2024-01-01T02:31:00,0.5831,0.4169,0.5779,0.5883,0.0103,5695.29
2024-01-01T02:32:00,0.5799,0.4201,0.5726,0.5872,0.0146,5023.66
2024-01-01T02:33:00,0.5787,0.4213,0.5673,0.5901,0.0228,8591.13
2024-01-01T02:34:00,0.5777,0.4223,0.5735,0.5819,0.0084,7277.69
2024-01-01T02:35:00,0.5819,0.4181,0.5757,0.588,0.0122,10117.02
2024-01-01T02:36:00,0.5819,0.4181,0.5738,0.59,0.0163,8463.61
2024-01-01T02:37:00,0.5832,0.4168,0.5735,0.5929,0.0194,7912.66
2024-01-01T02:38:00,0.5807,0.4193,0.5711,0.5903,0.0192,5954.83
2024-01-01T02:39:00,0.5818,0.4182,0.5788,0.5849,0.006,9550.53
2024-01-01T02:40:00,0.5798,0.4202,0.5733,0.5862,0.0129,8342.44
2024-01-01T02:41:00,0.5813,0.4187,0.5759,0.5867,0.0109,9598.25
2024-01-01T02:42:00,0.5783,0.4217,0.5723,0.5843,0.012,8597.52
2024-01-01T02:43:00,0.5787,0.4213,0.5698,0.5877,0.0179,5034.19
2024-01-01T02:44:00,0.5765,0.4235,0.5685,0.5844,0.0159,10729.39
2024-01-01T02:45:00,0.5788,0.4212,0.5764,0.5813,0.0049,5654.14
2024-01-01T02:46:00,0.5805,0.4195,0.5723,0.5888,0.0164,9962.35
2024-01-01T02:47:00,0.5782,0.4218,0.5726,0.5837,0.0111,4658.02
2024-01-01T02:48:00,0.5765,0.4235,0.5733,0.5797,0.0064,10290.44
2024-01-01T02:49:00,0.5794,0.4206,0.5745,0.5843,0.0098,6565.64
2024-01-01T02:50:00,0.5788,0.4212,0.5719,0.5857,0.0138,5436.83
2024-01-01T02:51:00,0.5817,0.4183,0.5754,0.5881,0.0126,7302.06
2024-01-01T02:52:00,0.5797,0.4203,0.5754,0.584,0.0086,6876.38
2024-01-01T02:53:00,0.5763,0.4237,0.5672,0.5854,0.0182,9845.17
2024-01-01T02:54:00,0.5773,0.4227,0.5687,0.5858,0.0171,7340.14
2024-01-01T02:55:00,0.5772,0.4228,0.5674,0.5871,0.0197,5675.55
2024-01-01T02:56:00,0.5775,0.4225,0.5705,0.5846,0.0141,5027.71
2024-01-01T02:57:00,0.5813,0.4187,0.5722,0.5905,0.0183,7898.52
2024-01-01T02:58:00,0.5814,0.4186,0.5727,0.59,0.0173,9320.87
2024-01-01T02:59:00,0.5816,0.4184,0.5778,0.5855,0.0077,5723.51
2024-01-01T03:00:00,0.5827,0.4173,0.5741,0.5912,0.0171,5373.57
2024-01-01T03:01:00,0.5831,0.4169,0.5775,0.5888,0.0113,6126.88
2024-01-01T03:02:00,0.5845,0.4155,0.5773,0.5917,0.0144,10456.16
2024-01-01T03:03:00,0.5836,0.4164,0.5797,0.5875,0.0078,9741.47
2024-01-01T03:04:00,0.5811,0.4189,0.5748,0.5873,0.0125,9892.07
2024-01-01T03:05:00,0.5801,0.4199,0.5706,0.5896,0.0189,9637.85
2024-01-01T03:06:00,0.5834,0.4166,0.5781,0.5886,0.0106,8651.67
2024-01-01T03:07:00,0.5786,0.4214,0.5678,0.5894,0.0217,5653.12
2024-01-01T03:08:00,0.5815,0.4185,0.5772,0.5858,0.0086,7112.97
2024-01-01T03:09:00,0.576,0.424,0.5729,0.5791,0.0063,5590.07
2024-01-01T03:10:00,0.5788,0.4212,0.5731,0.5844,0.0113,5305.59
2024-01-01T03:11:00,0.5768,0.4232,0.5729,0.5808,0.0079,7624.98
2024-01-01T03:12:00,0.5766,0.4234,0.5659,0.5873,0.0214,10215.14
2024-01-01T03:13:00,0.5797,0.4203,0.5761,0.5834,0.0073,8476.83
